seller_id,seller_state,primary_product_category,seller_order_volume,delivery_eligible_seller_orders,late_seller_orders,seller_late_rate,seller_late_contribution,marketplace_late_seller_orders,seller_gmv,seller_late_gmv,reviewed_seller_orders,negative_review_seller_orders,seller_negative_review_rate,contribution_row_number,cumulative_late_contribution,cumulative_late_gmv,cumulative_late_gmv_share,late_rate_2018_07,eligible_2018_07,late_rate_2018_08,eligible_2018_08,late_rate_pp_change_latest_comparable,marketplace_seller_late_rate,category_late_rate,seller_state_late_rate,expected_late_marketplace,excess_late_marketplace,expected_late_category,excess_late_category,expected_late_seller_state,excess_late_seller_state,expected_late_destination,excess_late_destination,comparable_eligible_seller_orders,comparable_late_seller_orders,comparable_late_rate,comparable_marketplace_late_rate,expected_late_comparable,excess_late_comparable,is_very_low_volume,is_below_watchlist_volume,is_high_rate_high_volume,is_high_rate_low_volume,is_moderate_rate_high_contribution,is_high_excess,is_recently_deteriorating
4a3ca9315b744ce9f8e9374361493884,SP,bed_bath_table,1806,1772,172,0.09706546275395034,0.026271574767068887,6547,200472.92,20063.19,1755,336,0.19145299145299147,1,0.026271574767068887,20063.19,0.020349624394099045,0.01282051282051282,78.0,0.10204081632653061,49.0,0.0892203035060178,0.06693521178599544,0.07319902963822382,0.07242596728870956,118.60919528478392,53.39080471521608,129.7086805189326,42.2913194810674,128.33881403559334,43.661185964406656,116.86569694039976,55.13430305960024,1748.0,172.0,0.09839816933638444,0.06738508270738838,117.78912457251491,54.2108754274851,False,False,True,False,False,True,True
1f50f920176fa81dab994f9023523100,SP,garden_tools,1404,1399,124,0.08863473909935668,0.01893997250649152,6547,106939.21,8250.3,1390,195,0.14028776978417265,2,0.04521154727356041,28313.49,0.02871771073224544,0.02564102564102564,39.0,0.0,35.0,-0.02564102564102564,0.06693521178599544,0.0651984931903796,0.07242596728870956,93.64236128860762,30.35763871139238,91.21269197334107,32.78730802665894,101.32392823690468,22.676071763095322,99.73272054991317,24.26727945008684,1399.0,124.0,0.08863473909935668,0.06738508270738838,94.27173070763635,29.728269292363645,False,False,False,False,True,True,False
4869f7a5dfa277a7dca6462dcf3b52b2,SP,watches_gifts,1132,1124,118,0.10498220640569395,0.018023522223919352,6547,229472.63,24509.2,1122,152,0.1354723707664884,3,0.06323506949747976,52822.69,0.05357681908938367,0.0,53.0,0.03614457831325301,83.0,0.03614457831325301,0.06693521178599544,0.07361186471332971,0.07242596728870956,75.23517804745887,42.764821952541126,82.7397359377826,35.2602640622174,81.40678723250954,36.593212767490456,81.11465835039718,36.88534164960283,1124.0,118.0,0.10498220640569395,0.06738508270738838,75.74083296310455,42.25916703689545,False,False,True,False,False,True,False
6560211a19b47992c3666cc44a7e94c0,SP,watches_gifts,1854,1819,96,0.052776250687190766,0.014663204521154728,6547,123304.83,6489.99,1823,316,0.17334064728469556,4,0.07789827401863449,59312.68,0.06015946416334544,0.02040816326530612,196.0,0.06593406593406594,182.0,0.04552590266875981,0.06693521178599544,0.07361186471332971,0.07242596728870956,121.7551502387257,-25.755150238725705,133.89998191354675,-37.89998191354675,131.7428344981627,-35.74283449816269,126.3817242866095,-30.381724286609497,1819.0,96.0,0.052776250687190766,0.06738508270738838,122.57346544473948,-26.57346544473948,False,False,False,False,True,False,False
ea8482cd71df3c1969d7b9473ff13abc,SP,telephony,1146,1132,96,0.08480565371024736,0.014663204521154728,6547,37177.52,2993.74,1138,176,0.1546572934973638,5,0.09256147853978922,62306.42,0.06319594462999058,0.05660377358490566,53.0,0.075,40.0,0.01839622641509434,0.06693521178599544,0.07066537153958233,0.07242596728870956,75.77065974174684,20.229340258253163,79.99320058280719,16.006799417192813,81.98619497081923,14.013805029180777,78.38227603460385,17.617723965396152,1132.0,96.0,0.08480565371024736,0.06738508270738838,76.27991362476365,19.720086375236345,False,False,False,False,True,True,False
7c67e1448b00f6e969d365cea6b010ab,SP,office_furniture,982,973,89,0.09146968139773895,0.013594012524820528,6547,187923.89,16506.17,960,247,0.25729166666666664,6,0.10615549106460974,78812.59,0.07993776682701637,0.13513513513513514,37.0,0.1111111111111111,9.0,-0.024024024024024024,0.06693521178599544,0.0804140127388535,0.07242596728870956,65.12796106777357,23.872038932226438,78.24283439490446,10.757165605095542,70.47046617191441,18.529533828085597,70.77011762571468,18.229882374285317,965.0,89.0,0.0922279792746114,0.06738508270738838,65.0266048126298,23.973395187370205,False,False,False,False,True,True,False
da8622b14eb17ae2831f4ac5b9dab84a,SP,bed_bath_table,1314,1311,87,0.06636155606407322,0.013288529097296472,6547,160236.57,11180.1,1274,149,0.11695447409733124,7,0.11944402016190622,89992.69,0.09127748078518885,0.03076923076923077,65.0,0.1206896551724138,58.0,0.08992042440318303,0.06693521178599544,0.07319902963822382,0.07242596728870956,87.75206265144003,-0.752062651440022,95.96392785571142,-8.963927855711423,94.95044311549823,-7.950443115498235,79.99225134928965,7.007748650710353,1311.0,87.0,0.06636155606407322,0.06738508270738838,88.34184342938617,-1.3418434293861778,False,False,False,False,True,False,True
cc419e0650a3c5ba77189a1882b7556a,SP,health_beauty,1706,1651,87,0.052695336159903086,0.013288529097296472,6547,104288.42,5718.12,1638,243,0.14835164835164835,8,0.1327325492592027,95710.81,0.09707723617006961,0.0,32.0,0.08,25.0,0.08,0.06693521178599544,0.07482130504957343,0.07242596728870956,110.51003465867848,-23.51003465867847,123.52997463684575,-36.52997463684574,119.57527199365948,-32.575271993659484,115.34172218833054,-28.341722188330532,1650.0,87.0,0.05272727272727273,0.06738508270738838,111.18538646719084,-24.185386467190842,False,False,False,False,True,False,False
8b321bb669392f5163d04c59e235e066,SP,electronics,943,930,81,0.08709677419354839,0.012372078814724302,6547,17535.69,1399.77,936,138,0.14743589743589744,9,0.145104628073927,97110.58,0.09849699014429444,0.029411764705882353,34.0,0.0,8.0,-0.029411764705882353,0.06693521178599544,0.07646592709984153,0.07242596728870956,62.249746960975756,18.75025303902424,71.11331220285261,9.886687797147385,67.3561495784999,13.643850421500108,67.18427831168415,13.815721688315843,930.0,81.0,0.08709677419354839,0.06738508270738838,62.6681269178712,18.331873082128798,False,False,False,False,True,True,False
955fee9216a65b617aa5c0531780ce60,SP,furniture_decor,1287,1261,77,0.06106264869151467,0.011761111959676187,6547,135171.7,9345.74,1276,146,0.11442006269592477,10,0.15686574003360318,106456.32,0.10797615565510839,0.016666666666666666,60.0,0.046875,64.0,0.030208333333333334,0.06693521178599544,0.07045561296383279,0.07242596728870956,84.40530206214025,-7.40530206214025,88.84452794739315,-11.844527947393143,91.32914475106276,-14.329144751062756,79.74804535569329,-2.7480453556932916,1261.0,77.0,0.06106264869151467,0.06738508270738838,84.97258929401676,-7.972589294016759,False,False,False,False,True,False,False
